source_identifier,model,remote_files,parents,has_work_type,local_identifier,ark,acquisition_identifier,oclc,issn,isbn,title,alternative_title,abstract,table_of_contents,utk_creator,date_created,date_issued,date_other,date_created_d,date_issued_d,date_other_d,publisher,utk_publisher,publication_place,utk_place_of_publication,note,extent,instrumentation,first_line,intended_audience,rights_statement,spatial_local,spatial,coordinates,temporal,call_number,bibliographic_citation,provider,intermediate_provider,repository,archival_collection,subject,keyword,form,resource_type,form_local,language,sheetmusic_hostitem,is_part_of,photographer,utk_photographer,creator,contributor,utk_contributor
tenncities:476,Image,,collections:tenncities,https://ontology.lib.utk.edu/works#ImageWork,0012_000067_000576 | 0377 | tenncities:476 | record_spc_4232,,,,,,Holston National Bank Building,,"Knoxville Banking and Trust constructed this building, best known as the Holston National Bank Building, in 1912. At 12 stories, it was Knoxville's tallest edifice until 1928 when it was surpassed by the Andrew Johnson Building.",,,1924-1930,,,1924/1930,,,,,,,,,,,,http://rightsstatements.org/vocab/CNE/1.0/,Knoxville (Tenn.),http://id.loc.gov/authorities/names/n79109786,"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Photographs of Tennessee Cities Collection, MS.0951",http://id.loc.gov/authorities/subjects/sh85011556 | http://id.loc.gov/authorities/subjects/sh85101268 | http://id.loc.gov/authorities/subjects/sh00007640,Knoxville Engraving Co.,http://vocab.getty.edu/aat/300046300,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v8kd1w2w,,,,,
tenncities:191,Image,,collections:tenncities,https://ontology.lib.utk.edu/works#ImageWork,0012_000067_000291 | 0092 | tenncities:191 | record_spc_3947,,,,,,Graf-Cullum House,,Richard F. Graf designed and built this house at 325 Woodlawn Pike in about 1923. The Graf family lived in this home for many years before Dr. J. P. Cullum acquired it. Graf and several of his sons operated the architecture firm R. F. Graf & Sons in downtown Knoxville from 1910 until 1942.,,,1923,,,1923,,,,,,,,,,,,http://rightsstatements.org/vocab/CNE/1.0/,Knoxville (Tenn.),http://id.loc.gov/authorities/names/n79109786,"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Photographs of Tennessee Cities Collection, MS.0951",http://id.loc.gov/authorities/subjects/sh85040261 | http://id.loc.gov/authorities/subjects/sh85101268 | http://id.loc.gov/authorities/subjects/sh00007640,,http://vocab.getty.edu/aat/300046300,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v8kd1w2w,,,,,
tenncities:355,Image,,collections:tenncities,https://ontology.lib.utk.edu/works#ImageWork,0012_000067_000455 | 0256 | tenncities:355 | record_spc_4111,,,,,,Directors of the Appalachian Exposition,,"Portraits of the Appalachian Exposition directors. The 1910 Appalachian Exposition was held from September 12 to October 12 in Knoxville's Chilhowee Park. The first of its kind in Appalachia, the fair was intended to demonstrate Southern progress in industry and commerce and to advocate the preservation of the area's natural resources.",,,1910,,,1910,,,,,,,,,,,,http://rightsstatements.org/vocab/CNE/1.0/,Knoxville (Tenn.),http://id.loc.gov/authorities/names/n79109786,"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Photographs of Tennessee Cities Collection, MS.0951",http://id.loc.gov/authorities/subjects/sh85046347 | http://id.loc.gov/authorities/subjects/sh85101268 | http://id.loc.gov/authorities/subjects/sh00007640,Knoxville Engraving Co.,http://vocab.getty.edu/aat/300046300,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v8kd1w2w,,,,,
tenncities:285,Image,,collections:tenncities,https://ontology.lib.utk.edu/works#ImageWork,0012_000067_000385 | 0186 | tenncities:285 | record_spc_4041,,,,,,Knoxville Civic Auditorium and Coliseum,,View of Knoxville Civic Auditorium and Coliseum which opened in the fall of 1961.,,"University of Tennessee, Knoxville. Photographic Center","Aug 7, 1961",,,"Aug 7, 1961",,,,,,,,,,,,http://rightsstatements.org/vocab/CNE/1.0/,Knoxville (Tenn.),http://id.loc.gov/authorities/names/n79109786,"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Photographs of Tennessee Cities Collection, MS.0951",http://id.loc.gov/authorities/subjects/sh85101264 | http://id.loc.gov/authorities/subjects/sh85101268 | http://id.loc.gov/authorities/subjects/sh00007640,,http://vocab.getty.edu/aat/300046300,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v8kd1w2w,,,,,
tenncities:227,Image,,collections:tenncities,https://ontology.lib.utk.edu/works#ImageWork,0012_000067_000327 | 0128 | tenncities:227 | record_spc_3983,,,,,,View of Knoxville,,"Reproduction of a panel of T. M. Schleier's panorama of Knoxville showing the westernmost part of the city as it appeared shortly after the Civil War. The image includes the University of Tennessee, the Fort Sanders area, and the Tennessee River.",,,1865,,,1865,,,,,,,,,,,,http://rightsstatements.org/vocab/CNE/1.0/,,http://id.loc.gov/authorities/subjects/sh85133887 | http://id.loc.gov/authorities/names/n79109786,"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Photographs of Tennessee Cities Collection, MS.0951",http://id.loc.gov/authorities/subjects/sh85097477 | http://id.loc.gov/authorities/subjects/sh00007640,,http://vocab.getty.edu/aat/300046300,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v8kd1w2w,http://id.loc.gov/authorities/names/n2003126748,,,,
tenncities:505,Image,,collections:tenncities,https://ontology.lib.utk.edu/works#ImageWork,0012_000067_000605 | 0406 | tenncities:505 | record_spc_4261,,,,,,Stereoview of Gay Street (300 Block),,Stereoview of Gay Street in downtown Knoxville. Visible are George Brown's agricultural firm and an electric streetcar.,,,1899-1902,,,1899/1902,,,,,,,,,,,,http://rightsstatements.org/vocab/CNE/1.0/,Knoxville (Tenn.),http://id.loc.gov/authorities/names/n79109786,"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Photographs of Tennessee Cities Collection, MS.0951",http://id.loc.gov/authorities/subjects/sh95005321 | http://id.loc.gov/authorities/subjects/sh85128662 | http://id.loc.gov/authorities/subjects/sh00007640,,http://vocab.getty.edu/aat/300127197 | http://vocab.getty.edu/aat/300046300,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v8kd1w2w,,,,,
tenncities:116,Image,,collections:tenncities,https://ontology.lib.utk.edu/works#ImageWork,0012_000067_000216 | 0017 | tenncities:116 | record_spc_3872,,,,,,1205 W. Clinch Avenue,,View of a home located at 1205 W. Clinch Avenue in Knoxville.,,,1939,1939,,1939,,,,University of Tennessee,http://id.loc.gov/authorities/names/n79109786,,,,,,,http://rightsstatements.org/vocab/CNE/1.0/,Knoxville (Tenn.),http://id.loc.gov/authorities/names/n79109786,"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Photographs of Tennessee Cities Collection, MS.0951",http://id.loc.gov/authorities/subjects/sh85040261 | http://id.loc.gov/authorities/subjects/sh85101268 | http://id.loc.gov/authorities/subjects/sh00007640,,http://vocab.getty.edu/aat/300046300,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v8kd1w2w,,,,,
tenncities:559,Image,,collections:tenncities,https://ontology.lib.utk.edu/works#ImageWork,0012_000067_000659 | 0460 | tenncities:559 | record_spc_4315,,,,,,World's Fair grounds under construction,,"Aerial view of the World's Fair grounds under construction. The Knoxville International Energy Exposition (better known as the World's Fair) was held in Knoxville from May to October 1982 on a 67-acre area just west of the city's center. 19 nations in addition to the United States participated in the exposition which drew over 11 million visitors. While many of the buildings constructed for the event were eventually demolished, part of the site ultimately became a public park.",,,May 1982 - October 1982,,,"May 1, 1982/Oct 31, 1982",,,,,,,,,,,,http://rightsstatements.org/vocab/CNE/1.0/,Knoxville (Tenn.),http://id.loc.gov/authorities/names/n79109786,"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Photographs of Tennessee Cities Collection, MS.0951",http://id.loc.gov/authorities/subjects/sh85046347 | http://id.loc.gov/authorities/subjects/sh85101268 | http://id.loc.gov/authorities/subjects/sh00007640 | http://id.loc.gov/authorities/names/n82114257,,http://vocab.getty.edu/aat/300046300,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v8kd1w2w,,,,,
tenncities:402,Image,,collections:tenncities,https://ontology.lib.utk.edu/works#ImageWork,0012_000067_000502 | 0303 | tenncities:402 | record_spc_4158,,,,,,Tennessee River in downtown Knoxville,,"View of the Tennessee River where it passes through downtown Knoxville. This particular image also shows the Gay Street Bridge, Baptist Hospital, and several of Knoxville's taller buildings.",,,1994,,,1994,,,,,,,,,,,,http://rightsstatements.org/vocab/CNE/1.0/,,http://id.loc.gov/authorities/subjects/sh85133887 | http://id.loc.gov/authorities/names/n79109786,"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Photographs of Tennessee Cities Collection, MS.0951",http://id.loc.gov/authorities/subjects/sh85101268 | http://id.loc.gov/authorities/subjects/sh00007640,Richard & Southern,http://vocab.getty.edu/aat/300046300,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v8kd1w2w,,,,,
tenncities:442,Image,,collections:tenncities,https://ontology.lib.utk.edu/works#ImageWork,0012_000067_000542 | 0343 | tenncities:442 | record_spc_4198,,,,,,Southern Railway Station,,"Southern Railway Station was built in Knoxville in 1903-1904. It prospered until passenger traffic began to decline in the 1960s. The last passenger train to pass through the station was the ""Birmingham Special,"" which departed on August 12, 1970. The station was renovated in the early 1990s for use by Knoxville architectural firm Bullock, Smith, and Partners, Inc.",,,1904-1920,,,1904/1920,,,,,,,,,,,,http://rightsstatements.org/vocab/CNE/1.0/,,,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Photographs of Tennessee Cities Collection, MS.0951",http://id.loc.gov/authorities/subjects/sh87002049 | http://id.loc.gov/authorities/subjects/sh85101268,Chas. C. Cullen & Co.,http://vocab.getty.edu/aat/300046300,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v8kd1w2w,,,,,
tenncities:451,Image,,collections:tenncities,https://ontology.lib.utk.edu/works#ImageWork,0012_000067_000551 | 0352 | tenncities:451 | record_spc_4207,,,,,,Residences on Kingston Pike,,"Charles McClung built Kingston Pike in 1792. He also commissioned the first home to be built along the pike, which he named Statesview. Over the years, other wealthy Knoxvillians built more homes along the road, including Drury P. Armstrong's Crescent Bend (1832), Robert H. Armstrong's Bleak House (1856), and J.E. Lutz's Westwood (1890). Although the pike was heavily developed during the 20th century, some portions retain their original residential character.",,,1900-1930,,,1900/1930,,,,,,,,,,,,http://rightsstatements.org/vocab/CNE/1.0/,Knoxville (Tenn.),http://id.loc.gov/authorities/names/n79109786,"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Photographs of Tennessee Cities Collection, MS.0951",http://id.loc.gov/authorities/subjects/sh85040261 | http://id.loc.gov/authorities/subjects/sh85101268 | http://id.loc.gov/authorities/subjects/sh00007640,Werner News Agency,http://vocab.getty.edu/aat/300046300,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v8kd1w2w,,,,,
tenncities:371,Image,,collections:tenncities,https://ontology.lib.utk.edu/works#ImageWork,0012_000067_000471 | 0272 | tenncities:371 | record_spc_4127,,,,,,First Methodist Episcopal Church,,"First Methodist Episcopal Church was organized shortly after the Civil War by the Reverend J. B. Ford. Their first permanent church, dedicated in 1869, stood on the corner of Clinch Avenue and Market Street. The congregation grew quickly and moved to this structure, located on the corner of Clinch Avenue and Locust Street, in 1894. The building was designed in the Romanesque style by architect H. H. Richardson. The church moved again, this time to the Hugh Sanford property, in 1966 and became First United Methodist Church when the Methodist Church and the United Evangelical Brethren merged in 1968.",,,1893-1966,,,1893/1966,,,,,,,,,,,,http://rightsstatements.org/vocab/CNE/1.0/,Knoxville (Tenn.),http://id.loc.gov/authorities/names/n79109786,"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Photographs of Tennessee Cities Collection, MS.0951",http://id.loc.gov/authorities/subjects/sh85025873 | http://id.loc.gov/authorities/subjects/sh85026263 | http://id.loc.gov/authorities/subjects/sh85101268 | http://id.loc.gov/authorities/subjects/sh00007640,Souvenir Post Card Co.,http://vocab.getty.edu/aat/300046300,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v8kd1w2w,,,,,
tenncities:170,Image,,collections:tenncities,https://ontology.lib.utk.edu/works#ImageWork,0012_000067_000270 | 0071 | tenncities:170 | record_spc_3926,,,,,,C. J. McClung Residence,,"View of the home of Charles J. McClung, joint owner of the dry goods wholesale business McClung, Cowan, and Co. Built in 1875, this home was designed by Nashville architect P. J. Williamson and stood on Main Street until it was destroyed in about 1964.",,,1875-1964,1982,,1875/1964,,,,,,,,,,,,http://rightsstatements.org/vocab/CNE/1.0/,Knoxville (Tenn.),http://id.loc.gov/authorities/names/n79109786,"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Photographs of Tennessee Cities Collection, MS.0951",http://id.loc.gov/authorities/subjects/sh86003042 | http://id.loc.gov/authorities/subjects/sh85040261 | http://id.loc.gov/authorities/subjects/sh85101268 | http://id.loc.gov/authorities/subjects/sh00007640,,http://vocab.getty.edu/aat/300046300,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v8kd1w2w,,,,,
tenncities:431,Image,,collections:tenncities,https://ontology.lib.utk.edu/works#ImageWork,0012_000067_000531 | 0332 | tenncities:431 | record_spc_4187,,,,,,Medical Arts Building,,"The Medical Arts Building, located on Main Street, was completed in 1930. The structure has been listed on the National Register of Historic Places since 1984.",,,1930-1968,,,1930/1968,,,,,,,,,,,,http://rightsstatements.org/vocab/CNE/1.0/,Knoxville (Tenn.),http://id.loc.gov/authorities/names/n79109786,"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Photographs of Tennessee Cities Collection, MS.0951",http://id.loc.gov/authorities/subjects/sh85082890 | http://id.loc.gov/authorities/subjects/sh85101268 | http://id.loc.gov/authorities/subjects/sh00007640,Standard News Agency,http://vocab.getty.edu/aat/300046300,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v8kd1w2w,,,,,
tenncities:289,Image,,collections:tenncities,https://ontology.lib.utk.edu/works#ImageWork,0012_000067_000389 | 0190 | tenncities:289 | record_spc_4045,,,,,,First eleven wards of Knoxville,,Map showing the first eleven wards of Knoxville in about 1919.,,,1919,1919,,1919,,,,,,,,,,,,http://rightsstatements.org/vocab/CNE/1.0/,Knoxville (Tenn.),http://id.loc.gov/authorities/names/n79109786,"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Photographs of Tennessee Cities Collection, MS.0951",http://id.loc.gov/authorities/subjects/sh2008115713 | http://id.loc.gov/authorities/subjects/sh85026282 | http://id.loc.gov/authorities/subjects/sh00007640,,http://vocab.getty.edu/aat/300028094,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v8kd1w2w,,,,,
tenncities:507,Image,,collections:tenncities,https://ontology.lib.utk.edu/works#ImageWork,0012_000067_000607 | 0408 | tenncities:507 | record_spc_4263,,,,,,Houses in Mill Street section,,View of houses in the Mill Street section.,,,1919,,,1919,,,,,,,,,,,,http://rightsstatements.org/vocab/CNE/1.0/,Knoxville (Tenn.),http://id.loc.gov/authorities/names/n79109786,"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Photographs of Tennessee Cities Collection, MS.0951",http://id.loc.gov/authorities/subjects/sh85062603 | http://id.loc.gov/authorities/subjects/sh85101268 | http://id.loc.gov/authorities/subjects/sh00007640,,http://vocab.getty.edu/aat/300046300,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v8kd1w2w,,,,,
